concept_id,jlpt_level,expression,reading,meaning,source,source_id,review_status
n5-vocab-1420900-3134199c,N5,地下鉄,ちかてつ,underground train,Jonathan Waller JLPT vocabulary list,1420900,seed
n5-vocab-1421290-ffa3dda3,N5,地図,ちず,map,Jonathan Waller JLPT vocabulary list,1421290,seed
n5-vocab-1422720-f9b377e2,N5,茶色,ちゃいろ,brown,Jonathan Waller JLPT vocabulary list,1422720,seed
n5-vocab-1597530-3d120360,N5,ちゃわん,ちゃわん,rice bowl,Jonathan Waller JLPT vocabulary list,1597530,seed
n5-vocab-1427340-6525c46f,N5,丁度,ちょうど,exactly,Jonathan Waller JLPT vocabulary list,1427340,seed
n5-vocab-1163940-602fdffb,N5,ちょっと,ちょっと,somewhat,Jonathan Waller JLPT vocabulary list,1163940,seed
n5-vocab-2225040-48bc3e30,N5,一日,ついたち,first of month,Jonathan Waller JLPT vocabulary list,2225040,seed
n5-vocab-1305990-c88e0ba1,N5,使う,つかう,to use,Jonathan Waller JLPT vocabulary list,1305990,seed
n5-vocab-1483740-156f1711,N5,疲れる,つかれる,to get tired,Jonathan Waller JLPT vocabulary list,1483740,seed
n5-vocab-1316380-d00ef0a9,N5,次,つぎ,next,Jonathan Waller JLPT vocabulary list,1316380,seed
n5-vocab-1422970-9d4a68ce,N5,着く,つく,to arrive at,Jonathan Waller JLPT vocabulary list,1422970,seed
n5-vocab-1220210-672321ba,N5,机,つくえ,desk,Jonathan Waller JLPT vocabulary list,1220210,seed
n5-vocab-1597890-6e922a75,N5,作る,つくる,to make,Jonathan Waller JLPT vocabulary list,1597890,seed
n5-vocab-1495770-af699ddb,N5,付ける,つける,to turn on,Jonathan Waller JLPT vocabulary list,1495770,seed
n5-vocab-1240825-ba6c46f6,N5,勤める,つとめる,to work for someone,Jonathan Waller JLPT vocabulary list,1240825,seed
n5-vocab-1008190-3a94b5e9,N5,つまらない,つまらない,boring,Jonathan Waller JLPT vocabulary list,1008190,seed
n5-vocab-1556730-a23d3088,N5,冷たい,つめたい,cold to the touch,Jonathan Waller JLPT vocabulary list,1556730,seed
n5-vocab-1236070-d99745fb,N5,強い,つよい,powerful,Jonathan Waller JLPT vocabulary list,1236070,seed
n5-vocab-1327190-5b967042,N5,手,て,hand,Jonathan Waller JLPT vocabulary list,1327190,seed
n5-vocab-1078750-0cf2b43e,N5,テープ,テープ,tape,Jonathan Waller JLPT vocabulary list,1078750,seed
n5-vocab-1078630-ff161262,N5,テーブル,テーブル,table,Jonathan Waller JLPT vocabulary list,1078630,seed
n5-vocab-1078810-dc0ae290,N5,テープレコーダー,テープレコーダー,tape recorder,Jonathan Waller JLPT vocabulary list,1078810,seed
n5-vocab-1598550-375cfbef,N5,出かける,でかける,to go out,Jonathan Waller JLPT vocabulary list,1598550,seed
n5-vocab-1327720-218ea677,N5,手紙,てがみ,letter,Jonathan Waller JLPT vocabulary list,1327720,seed
n5-vocab-1340450-da882a71,N5,出来る,できる,to be able to,Jonathan Waller JLPT vocabulary list,1340450,seed
n5-vocab-1338850-151fd721,N5,出口,でぐち,exit,Jonathan Waller JLPT vocabulary list,1338850,seed
n5-vocab-1079760-90e9410b,N5,テスト,テスト,test,Jonathan Waller JLPT vocabulary list,1079760,seed
n5-vocab-1008450-d33540fe,N5,では,では,with that...,Jonathan Waller JLPT vocabulary list,1008450,seed
n5-vocab-1083590-01445059,N5,デパート,デパート,department store,Jonathan Waller JLPT vocabulary list,1083590,seed
n5-vocab-1008460-3f71089c,N5,でも,でも,but,Jonathan Waller JLPT vocabulary list,1008460,seed
n5-vocab-1338240-5ef4f7dd,N5,出る,でる,"to appear,to leave",Jonathan Waller JLPT vocabulary list,1338240,seed
n5-vocab-1080510-c7e14d84,N5,テレビ,テレビ,television,Jonathan Waller JLPT vocabulary list,1080510,seed
n5-vocab-1438690-679e3403,N5,天気,てんき,weather,Jonathan Waller JLPT vocabulary list,1438690,seed
n5-vocab-1443000-a7c36fdb,N5,電気,でんき,"electricity,electric light",Jonathan Waller JLPT vocabulary list,1443000,seed
n5-vocab-1443530-62b5c131,N5,電車,でんしゃ,electric train,Jonathan Waller JLPT vocabulary list,1443530,seed
n5-vocab-1443840-3c039918,N5,電話,でんわ,telephone,Jonathan Waller JLPT vocabulary list,1443840,seed
n5-vocab-1266970-6f469129,N5,戸,と,Japanese style door,Jonathan Waller JLPT vocabulary list,1266970,seed
n5-vocab-1087820-677d3c5f,N5,ドア,ドア,Western style door,Jonathan Waller JLPT vocabulary list,1087820,seed
n5-vocab-1084810-e1e7c2d2,N5,トイレ,トイレ,toilet,Jonathan Waller JLPT vocabulary list,1084810,seed
n5-vocab-1008910-74fb524c,N5,如何,どう,"how,in what way",Jonathan Waller JLPT vocabulary list,1008910,seed
n5-vocab-1466940-a891b73f,N5,どうして,どうして,for what reason,Jonathan Waller JLPT vocabulary list,1466940,seed
n5-vocab-1189130-a71cbc3c,N5,どうぞ,どうぞ,please,Jonathan Waller JLPT vocabulary list,1189130,seed
n5-vocab-1451470-03d03cf2,N5,動物,どうぶつ,animal,Jonathan Waller JLPT vocabulary list,1451470,seed
n5-vocab-1009000-d2cb14f8,N5,どうも,どうも,thanks,Jonathan Waller JLPT vocabulary list,1009000,seed
n5-vocab-1177800-f840779b,N5,遠い,とおい,far,Jonathan Waller JLPT vocabulary list,1177800,seed
n5-vocab-1335000-e8579084,N5,十日,とおか,"ten days,the tenth day",Jonathan Waller JLPT vocabulary list,1335000,seed
n5-vocab-1598680-978a2cef,N5,時々,ときどき,sometimes,Jonathan Waller JLPT vocabulary list,1598680,seed
n5-vocab-1316140-e3ad7681,N5,時計,とけい,"watch,clock",Jonathan Waller JLPT vocabulary list,1316140,seed
n5-vocab-1577140-ad884a3b,N5,どこ,どこ,where,Jonathan Waller JLPT vocabulary list,1577140,seed
n5-vocab-1343100-ca332ac7,N5,所,ところ,place,Jonathan Waller JLPT vocabulary list,1343100,seed
n5-vocab-1468060-358fc382,N5,年,とし,year,Jonathan Waller JLPT vocabulary list,1468060,seed
n5-vocab-1370420-de5a4526,N5,図書館,としょかん,library,Jonathan Waller JLPT vocabulary list,1370420,seed
n5-vocab-1189360-5480c153,N5,どちら,どちら,which of two,Jonathan Waller JLPT vocabulary list,1189360,seed
n5-vocab-1189360-e8a48430,N5,どっち,どっち,which,Jonathan Waller JLPT vocabulary list,1189360,seed
n5-vocab-1008630-a3679ee6,N5,とても,とても,very,Jonathan Waller JLPT vocabulary list,1008630,seed
n5-vocab-1189370-10fb2e55,N5,どなた,どなた,who,Jonathan Waller JLPT vocabulary list,1189370,seed
n5-vocab-1555830-c597c353,N5,隣,となり,next door to,Jonathan Waller JLPT vocabulary list,1555830,seed
n5-vocab-1920240-00e4b708,N5,何の,どの,which,Jonathan Waller JLPT vocabulary list,1920240,seed
n5-vocab-1429700-397b682f,N5,飛ぶ,とぶ,"to fly,to hop",Jonathan Waller JLPT vocabulary list,1429700,seed
n5-vocab-1310620-9d1aa046,N5,止まる,とまる,to come to a halt,Jonathan Waller JLPT vocabulary list,1310620,seed
n5-vocab-1540170-72c525f3,N5,友達,ともだち,friend,Jonathan Waller JLPT vocabulary list,1540170,seed
n5-vocab-1445590-86e7fb81,N5,土曜日,どようび,Saturday,Jonathan Waller JLPT vocabulary list,1445590,seed
n5-vocab-1430250-7e4fccba,N5,鳥,とり,bird,Jonathan Waller JLPT vocabulary list,1430250,seed
n5-vocab-1253020-cdeb0a04,N5,とり肉,とりにく,chicken meat,Jonathan Waller JLPT vocabulary list,1253020,seed
n5-vocab-1326980-1313ed47,N5,取る,とる,to take something,Jonathan Waller JLPT vocabulary list,1326980,seed
n5-vocab-1298790-4cc27797,N5,撮る,とる,to take a photo or record a film,Jonathan Waller JLPT vocabulary list,1298790,seed
n5-vocab-1009290-b21477c7,N5,どれ,どれ,which (of three or more),Jonathan Waller JLPT vocabulary list,1009290,seed
n5-vocab-1089890-3ae88c29,N5,ナイフ,ナイフ,knife,Jonathan Waller JLPT vocabulary list,1089890,seed
n5-vocab-1423310-5d32281d,N5,中,なか,middle,Jonathan Waller JLPT vocabulary list,1423310,seed
n5-vocab-1429750-fcea29f1,N5,長い,ながい,long,Jonathan Waller JLPT vocabulary list,1429750,seed
n5-vocab-1532870-07a41011,N5,鳴く,なく,"animal noise. to chirp, roar or croak etc.",Jonathan Waller JLPT vocabulary list,1532870,seed
n5-vocab-1529530-04015c38,N5,無くす,なくす,to lose something,Jonathan Waller JLPT vocabulary list,1529530,seed
n5-vocab-1577120-ef9536b1,N5,なぜ,なぜ,why,Jonathan Waller JLPT vocabulary list,1577120,seed
n5-vocab-1191320-641ddbf6,N5,夏,なつ,summer,Jonathan Waller JLPT vocabulary list,1191320,seed
n5-vocab-1191420-e09167a3,N5,夏休み,なつやすみ,summer holiday,Jonathan Waller JLPT vocabulary list,1191420,seed
n5-vocab-1582300-cf584763,N5,など,など,et cetera,Jonathan Waller JLPT vocabulary list,1582300,seed
n5-vocab-1319220-e65bf7ad,N5,七つ,ななつ,seven,Jonathan Waller JLPT vocabulary list,1319220,seed
n5-vocab-1579630-75ed3c3b,N5,七日,なのか,"seven days,the seventh day",Jonathan Waller JLPT vocabulary list,1579630,seed
n5-vocab-1531710-a812b1ac,N5,名前,なまえ,name,Jonathan Waller JLPT vocabulary list,1531710,seed
n5-vocab-1333070-a95b0a87,N5,習う,ならう,to learn,Jonathan Waller JLPT vocabulary list,1333070,seed
n5-vocab-1508380-1227b203,N5,並ぶ,ならぶ,"to line up,to stand in a line",Jonathan Waller JLPT vocabulary list,1508380,seed
n5-vocab-1508390-1635de1a,N5,並べる,ならべる,"to line up,to set up",Jonathan Waller JLPT vocabulary list,1508390,seed
n5-vocab-1375610-e05de498,N5,なる,なる,to become,Jonathan Waller JLPT vocabulary list,1375610,seed
n5-vocab-2846738-558866ef,N5,何,なん,what,Jonathan Waller JLPT vocabulary list,2846738,seed
n5-vocab-1577100-9d479584,N5,何,なに,what,Jonathan Waller JLPT vocabulary list,1577100,seed
n5-vocab-1461140-34108268,N5,二,に,two,Jonathan Waller JLPT vocabulary list,1461140,seed
n5-vocab-1463480-c17f97fa,N5,賑やか,にぎやか,"bustling,busy",Jonathan Waller JLPT vocabulary list,1463480,seed
n5-vocab-1463520-efac1fc5,N5,肉,にく,meat,Jonathan Waller JLPT vocabulary list,1463520,seed
n5-vocab-1380840-436f1c3c,N5,西,にし,west,Jonathan Waller JLPT vocabulary list,1380840,seed
n5-vocab-1464900-d8c3a3f0,N5,日曜日,にちようび,Sunday,Jonathan Waller JLPT vocabulary list,1464900,seed
n5-vocab-1195430-2e6c7d2d,N5,荷物,にもつ,luggage,Jonathan Waller JLPT vocabulary list,1195430,seed
n5-vocab-1091500-b824bec2,N5,ニュース,ニュース,news,Jonathan Waller JLPT vocabulary list,1091500,seed
n5-vocab-1436130-9ef6c9d7,N5,庭,にわ,garden,Jonathan Waller JLPT vocabulary list,1436130,seed
n5-vocab-1416400-3af80b5b,N5,脱ぐ,ぬぐ,to take off clothes,Jonathan Waller JLPT vocabulary list,1416400,seed
n5-vocab-1183300-2f01adeb,N5,温い,ぬるい,luke warm,Jonathan Waller JLPT vocabulary list,1183300,seed
n5-vocab-1092820-18046e46,N5,ネクタイ,ネクタイ,"tie,necktie",Jonathan Waller JLPT vocabulary list,1092820,seed
n5-vocab-1467640-cbbfc8ca,N5,猫,ねこ,cat,Jonathan Waller JLPT vocabulary list,1467640,seed
n5-vocab-1360010-0c6e923e,N5,寝る,ねる,"to go to bed,to sleep",Jonathan Waller JLPT vocabulary list,1360010,seed
n5-vocab-1093450-278c1e0e,N5,ノート,ノート,"notebook,exercise book",Jonathan Waller JLPT vocabulary list,1093450,seed
n5-vocab-1352570-7817fc9d,N5,登る,のぼる,to climb,Jonathan Waller JLPT vocabulary list,1352570,seed
n5-vocab-1600430-5e8fc866,N5,飲み物,のみもの,a drink,Jonathan Waller JLPT vocabulary list,1600430,seed
n5-vocab-1169870-e0bcec9b,N5,飲む,のむ,to drink,Jonathan Waller JLPT vocabulary list,1169870,seed
n5-vocab-1355120-822c5e11,N5,乗る,のる,"to get on,to ride",Jonathan Waller JLPT vocabulary list,1355120,seed
n5-vocab-1313000-390ac644,N5,歯,は,tooth,Jonathan Waller JLPT vocabulary list,1313000,seed
n5-vocab-1100760-28111455,N5,パーティー,パーティー,party,Jonathan Waller JLPT vocabulary list,1100760,seed
n5-vocab-1010080-542f39c9,N5,はい,はい,yes,Jonathan Waller JLPT vocabulary list,1010080,seed
n5-vocab-1201940-5cc1dad1,N5,灰皿,はいざら,ashtray,Jonathan Waller JLPT vocabulary list,1201940,seed
n5-vocab-1465590-c428d02d,N5,入る,はいる,"to enter,to contain",Jonathan Waller JLPT vocabulary list,1465590,seed
n5-vocab-1546590-645e1e3b,N5,葉書,はがき,postcard,Jonathan Waller JLPT vocabulary list,1546590,seed
n5-vocab-1607260-01da2594,N5,履く,はく,"to wear,to put on trousers",Jonathan Waller JLPT vocabulary list,1607260,seed
n5-vocab-1585650-658b912d,N5,箱,はこ,box,Jonathan Waller JLPT vocabulary list,1585650,seed
n5-vocab-1237410-8f663254,N5,橋,はし,bridge,Jonathan Waller JLPT vocabulary list,1237410,seed
n5-vocab-1476410-4964b4a1,N5,箸,はし,chopsticks,Jonathan Waller JLPT vocabulary list,1476410,seed
n5-vocab-1307500-8fea1e3f,N5,始まる,はじまる,to begin,Jonathan Waller JLPT vocabulary list,1307500,seed
n5-vocab-1342540-e5b36d7b,N5,初め,はじめ,beginning,Jonathan Waller JLPT vocabulary list,1342540,seed
n5-vocab-1342540-47d9978e,N5,始め,はじめ,beginning,Jonathan Waller JLPT vocabulary list,1342540,seed
n5-vocab-1342550-3f18999e,N5,初めて,はじめて,for the first time,Jonathan Waller JLPT vocabulary list,1342550,seed
n5-vocab-1402540-244e1389,N5,走る,はしる,to run,Jonathan Waller JLPT vocabulary list,1402540,seed
n5-vocab-1098390-bd7df6c7,N5,バス,バス,bus,Jonathan Waller JLPT vocabulary list,1098390,seed
n5-vocab-1098620-43856166,N5,バター,バター,butter,Jonathan Waller JLPT vocabulary list,1098620,seed
n5-vocab-1600790-c65a3464,N5,二十歳,はたち,"20 years old,20th year",Jonathan Waller JLPT vocabulary list,1600790,seed
n5-vocab-1451150-9ea67126,N5,働く,はたらく,to work,Jonathan Waller JLPT vocabulary list,1451150,seed
n5-vocab-1583090-6eeff514,N5,八,はち,eight,Jonathan Waller JLPT vocabulary list,1583090,seed
n5-vocab-1600850-153de066,N5,二十日,はつか,"twenty days,twentieth",Jonathan Waller JLPT vocabulary list,1600850,seed
n5-vocab-1194500-6485c3c2,N5,花,はな,flower,Jonathan Waller JLPT vocabulary list,1194500,seed
n5-vocab-1486720-8b5843f7,N5,鼻,はな,nose,Jonathan Waller JLPT vocabulary list,1486720,seed
n5-vocab-1600900-1ed0362c,N5,話,はなし,"talk,story",Jonathan Waller JLPT vocabulary list,1600900,seed
n5-vocab-1562350-9d5bde24,N5,話す,はなす,to speak,Jonathan Waller JLPT vocabulary list,1562350,seed
n5-vocab-1404975-4db42e01,N5,早い,はやい,early,Jonathan Waller JLPT vocabulary list,1404975,seed
n5-vocab-1404975-406d15f6,N5,速い,はやい,quick,Jonathan Waller JLPT vocabulary list,1404975,seed
n5-vocab-1341000-f16244c5,N5,春,はる,spring,Jonathan Waller JLPT vocabulary list,1341000,seed
n5-vocab-1427900-f47c4aee,N5,貼る,はる,to stick,Jonathan Waller JLPT vocabulary list,1427900,seed
n5-vocab-1376460-9edf8548,N5,晴れ,はれ,clear weather,Jonathan Waller JLPT vocabulary list,1376460,seed
n5-vocab-1376470-3be88666,N5,晴れる,はれる,to be sunny,Jonathan Waller JLPT vocabulary list,1376470,seed
n5-vocab-1478750-9cd7c780,N5,半,はん,half,Jonathan Waller JLPT vocabulary list,1478750,seed
n5-vocab-1482110-532c73de,N5,晩,ばん,evening,Jonathan Waller JLPT vocabulary list,1482110,seed
n5-vocab-1103090-098e9e7e,N5,パン,パン,bread,Jonathan Waller JLPT vocabulary list,1103090,seed
n5-vocab-1096420-ee3206bb,N5,ハンカチ,ハンカチ,handkerchief,Jonathan Waller JLPT vocabulary list,1096420,seed
n5-vocab-1482290-67775e3b,N5,番号,ばんごう,number,Jonathan Waller JLPT vocabulary list,1482290,seed
n5-vocab-1601340-246b5ae8,N5,晩御飯,ばんごはん,evening meal,Jonathan Waller JLPT vocabulary list,1601340,seed
n5-vocab-1479890-a1cda8cb,N5,半分,はんぶん,half minute,Jonathan Waller JLPT vocabulary list,1479890,seed
n5-vocab-1447440-0a38c650,N5,東,ひがし,east,Jonathan Waller JLPT vocabulary list,1447440,seed
n5-vocab-1169250-5b840392,N5,引く,ひく,to pull,Jonathan Waller JLPT vocabulary list,1169250,seed
n5-vocab-1419370-23911a07,N5,弾く,ひく,"to play an instrument with strings, including piano",Jonathan Waller JLPT vocabulary list,1419370,seed
n5-vocab-1434180-e25cf6ed,N5,低い,ひくい,"short,low",Jonathan Waller JLPT vocabulary list,1434180,seed
n5-vocab-1485470-a8161216,N5,飛行機,ひこうき,aeroplane,Jonathan Waller JLPT vocabulary list,1485470,seed
n5-vocab-1290800-ec5bd86b,N5,左,ひだり,left hand side,Jonathan Waller JLPT vocabulary list,1290800,seed
n5-vocab-1580640-d91ee7a9,N5,人,ひと,person,Jonathan Waller JLPT vocabulary list,1580640,seed
n5-vocab-1160820-537f8af3,N5,一つ,ひとつ,one,Jonathan Waller JLPT vocabulary list,1160820,seed
n5-vocab-1162130-3554fb81,N5,一月,ひとつき,one month,Jonathan Waller JLPT vocabulary list,1162130,seed
n5-vocab-1576150-3fb1b708,N5,一人,ひとり,one person,Jonathan Waller JLPT vocabulary list,1576150,seed
n5-vocab-1577280-7a9ce8e2,N5,暇,ひま,free time,Jonathan Waller JLPT vocabulary list,1577280,seed
n5-vocab-1488000-13696bc9,N5,百,ひゃく,hundred,Jonathan Waller JLPT vocabulary list,1488000,seed
n5-vocab-1490220-734d275f,N5,病院,びょういん,hospital,Jonathan Waller JLPT vocabulary list,1490220,seed
n5-vocab-1490230-c551bc3f,N5,病気,びょうき,illness,Jonathan Waller JLPT vocabulary list,1490230,seed
n5-vocab-1426250-5d7a8d13,N5,昼,ひる,"noon, daytime",Jonathan Waller JLPT vocabulary list,1426250,seed
n5-vocab-1602340-0b492c32,N5,昼御飯,ひるごはん,midday meal,Jonathan Waller JLPT vocabulary list,1602340,seed
n5-vocab-1278410-230d5c73,N5,広い,ひろい,"spacious,wide",Jonathan Waller JLPT vocabulary list,1278410,seed
n5-vocab-1109380-ef9babb0,N5,フィルム,フィルム,roll of film,Jonathan Waller JLPT vocabulary list,1109380,seed
n5-vocab-1499690-d1564029,N5,封筒,ふうとう,envelope,Jonathan Waller JLPT vocabulary list,1499690,seed
n5-vocab-1115150-55c14392,N5,プール,プール,swimming pool,Jonathan Waller JLPT vocabulary list,1115150,seed
n5-vocab-1110110-71e2aefb,N5,フォーク,フォーク,fork,Jonathan Waller JLPT vocabulary list,1110110,seed
n5-vocab-1370760-15f41364,N5,吹く,ふく,to blow,Jonathan Waller JLPT vocabulary list,1370760,seed
n5-vocab-1500940-68571540,N5,服,ふく,clothes,Jonathan Waller JLPT vocabulary list,1500940,seed
n5-vocab-1461160-0c1dbd48,N5,二つ,ふたつ,two,Jonathan Waller JLPT vocabulary list,1461160,seed
n5-vocab-1457440-c518fb91,N5,豚肉,ぶたにく,pork,Jonathan Waller JLPT vocabulary list,1457440,seed
n5-vocab-1582670-94c20768,N5,二人,ふたり,two people,Jonathan Waller JLPT vocabulary list,1582670,seed
n5-vocab-1462900-750786cc,N5,二日,ふつか,"two days, second day of the month",Jonathan Waller JLPT vocabulary list,1462900,seed
n5-vocab-1408180-4162724f,N5,太い,ふとい,fat,Jonathan Waller JLPT vocabulary list,1408180,seed
n5-vocab-1446070-eb9acca7,N5,冬,ふゆ,winter,Jonathan Waller JLPT vocabulary list,1446070,seed
n5-vocab-1282790-5791e248,N5,降る,ふる,"to fall, e.g. rain or snow",Jonathan Waller JLPT vocabulary list,1282790,seed
n5-vocab-1265070-aa60dd4a,N5,古い,ふるい,old (not used for people),Jonathan Waller JLPT vocabulary list,1265070,seed
n5-vocab-1500100-1202a0c3,N5,風呂,ふろ,bath,Jonathan Waller JLPT vocabulary list,1500100,seed
n5-vocab-1505470-79ddbb2b,N5,文章,ぶんしょう,"sentence,text",Jonathan Waller JLPT vocabulary list,1505470,seed
n5-vocab-1120410-f8fc73bd,N5,ページ,ページ,page,Jonathan Waller JLPT vocabulary list,1120410,seed
n5-vocab-1185200-619dae70,N5,下手,へた,unskillful,Jonathan Waller JLPT vocabulary list,1185200,seed
n5-vocab-1119650-91cf4ea2,N5,ベッド,ベッド,bed,Jonathan Waller JLPT vocabulary list,1119650,seed
n5-vocab-1120990-db38ebd9,N5,ペット,ペット,pet,Jonathan Waller JLPT vocabulary list,1120990,seed
n5-vocab-1499320-e7807492,N5,部屋,へや,room,Jonathan Waller JLPT vocabulary list,1499320,seed
n5-vocab-1512070-71c372d7,N5,辺,へん,area,Jonathan Waller JLPT vocabulary list,1512070,seed
n5-vocab-1121380-dd1183b0,N5,ペン,ペン,pen,Jonathan Waller JLPT vocabulary list,1121380,seed
n5-vocab-1512670-65783b95,N5,勉強,べんきょう,to study,Jonathan Waller JLPT vocabulary list,1512670,seed
n5-vocab-1512610-84887dde,N5,便利,べんり,"useful, convenient",Jonathan Waller JLPT vocabulary list,1512610,seed
n5-vocab-1519170-cfc75623,N5,帽子,ぼうし,hat,Jonathan Waller JLPT vocabulary list,1519170,seed
n5-vocab-1123590-785a9970,N5,ボールペン,ボールペン,ball-point pen,Jonathan Waller JLPT vocabulary list,1123590,seed
n5-vocab-1203260-f71c6949,N5,ほか,ほか,"other, the rest",Jonathan Waller JLPT vocabulary list,1203260,seed
n5-vocab-1124970-ab9f2792,N5,ポケット,ポケット,pocket,Jonathan Waller JLPT vocabulary list,1124970,seed
n5-vocab-1547330-418493d9,N5,欲しい,ほしい,want,Jonathan Waller JLPT vocabulary list,1547330,seed
n5-vocab-1125150-2dbe65ee,N5,ポスト,ポスト,post,Jonathan Waller JLPT vocabulary list,1125150,seed
n5-vocab-1295510-785adc4f,N5,細い,ほそい,thin,Jonathan Waller JLPT vocabulary list,1295510,seed
n5-vocab-1182880-04ab635f,N5,ボタン,ボタン,button,Jonathan Waller JLPT vocabulary list,1182880,seed
n5-vocab-1122650-23ec5a0b,N5,ホテル,ホテル,hotel,Jonathan Waller JLPT vocabulary list,1122650,seed
n5-vocab-1522150-0e8f798d,N5,本,ほん,book,Jonathan Waller JLPT vocabulary list,1522150,seed
n5-vocab-1522980-3839786b,N5,本棚,ほんだな,bookshelves,Jonathan Waller JLPT vocabulary list,1522980,seed
n5-vocab-1523060-c0a62175,N5,本当,ほんとう,truth,Jonathan Waller JLPT vocabulary list,1523060,seed
n5-vocab-1524700-a59ba12b,N5,毎朝,まいあさ,every morning,Jonathan Waller JLPT vocabulary list,1524700,seed
n5-vocab-1584350-771fbe6b,N5,毎月,まいげつ,every month,Jonathan Waller JLPT vocabulary list,1584350,seed
n5-vocab-1584350-aebe89f3,N5,毎月,まいつき,every month,Jonathan Waller JLPT vocabulary list,1584350,seed
n5-vocab-1524690-fd1c9383,N5,毎週,まいしゅう,every week,Jonathan Waller JLPT vocabulary list,1524690,seed
n5-vocab-1524720-039a6962,N5,毎日,まいにち,every day,Jonathan Waller JLPT vocabulary list,1524720,seed
n5-vocab-1584360-83700909,N5,毎年,まいねん,every year,Jonathan Waller JLPT vocabulary list,1584360,seed
n5-vocab-1584360-7895818d,N5,毎年,まいとし,every year,Jonathan Waller JLPT vocabulary list,1584360,seed
n5-vocab-1524730-25849435,N5,毎晩,まいばん,every night,Jonathan Waller JLPT vocabulary list,1524730,seed
n5-vocab-1392580-319e2189,N5,前,まえ,before,Jonathan Waller JLPT vocabulary list,1392580,seed
n5-vocab-1239730-ae3e0a70,N5,曲る,まがる,"to turn,to bend",Jonathan Waller JLPT vocabulary list,1239730,seed
n5-vocab-1495000-f02b0036,N5,不味い,まずい,unpleasant,Jonathan Waller JLPT vocabulary list,1495000,seed
n5-vocab-1524930-3d613343,N5,又,また,"again,and",Jonathan Waller JLPT vocabulary list,1524930,seed
n5-vocab-1527110-6a7163f5,N5,まだ,まだ,"yet,still",Jonathan Waller JLPT vocabulary list,1527110,seed
n5-vocab-1603990-4d76d06d,N5,町,まち,"town,city",Jonathan Waller JLPT vocabulary list,1603990,seed
n5-vocab-1410590-6a397012,N5,待つ,まつ,to wait,Jonathan Waller JLPT vocabulary list,1410590,seed
n5-vocab-1580600-ede9ab2f,N5,まっすぐ,まっすぐ,"straight ahead,direct",Jonathan Waller JLPT vocabulary list,1580600,seed
n5-vocab-2784220-27f9d403,N5,マッチ,マッチ,match,Jonathan Waller JLPT vocabulary list,2784220,seed
n5-vocab-1401400-77341948,N5,窓,まど,window,Jonathan Waller JLPT vocabulary list,1401400,seed
n5-vocab-1604230-ab361099,N5,丸い,まるい,"round,circular",Jonathan Waller JLPT vocabulary list,1604230,seed
n5-vocab-1604230-1a7c32fb,N5,円い,まるい,"round,circular",Jonathan Waller JLPT vocabulary list,1604230,seed
n5-vocab-1584460-a0ff0f67,N5,万,まん,ten thousand,Jonathan Waller JLPT vocabulary list,1584460,seed
n5-vocab-1526360-6318b042,N5,万年筆,まんねんひつ,fountain pen,Jonathan Waller JLPT vocabulary list,1526360,seed
n5-vocab-1523940-7309a238,N5,磨く,みがく,"to brush teeth, to polish",Jonathan Waller JLPT vocabulary list,1523940,seed
n5-vocab-1171010-f1046f31,N5,右,みぎ,right side,Jonathan Waller JLPT vocabulary list,1171010,seed
n5-vocab-1418620-8568eded,N5,短い,みじかい,short,Jonathan Waller JLPT vocabulary list,1418620,seed
n5-vocab-1371260-69a79252,N5,水,みず,water,Jonathan Waller JLPT vocabulary list,1371260,seed
n5-vocab-1582120-0c8a588e,N5,店,みせ,shop,Jonathan Waller JLPT vocabulary list,1582120,seed
n5-vocab-1259210-db35a99e,N5,見せる,みせる,to show,Jonathan Waller JLPT vocabulary list,1259210,seed
n5-vocab-1454080-dc29195f,N5,道,みち,street,Jonathan Waller JLPT vocabulary list,1454080,seed
n5-vocab-1301330-1713d0bb,N5,三日,みっか,"three days, third day of the month",Jonathan Waller JLPT vocabulary list,1301330,seed
n5-vocab-1299740-b36b221d,N5,三つ,みっつ,three,Jonathan Waller JLPT vocabulary list,1299740,seed
n5-vocab-1555300-85e4ba2f,N5,緑,みどり,green,Jonathan Waller JLPT vocabulary list,1555300,seed
n5-vocab-1202170-d2b9c476,N5,皆さん,みなさん,everyone,Jonathan Waller JLPT vocabulary list,1202170,seed
n5-vocab-1459870-84e465b5,N5,南,みなみ,south,Jonathan Waller JLPT vocabulary list,1459870,seed
n5-vocab-1317170-e8cdf8b8,N5,耳,みみ,ear,Jonathan Waller JLPT vocabulary list,1317170,seed
n5-vocab-1259290-85b37b68,N5,見る,みる,"to see, to watch",Jonathan Waller JLPT vocabulary list,1259290,seed
n5-vocab-1259290-875c752e,N5,観る,みる,"to see, to watch",Jonathan Waller JLPT vocabulary list,1259290,seed
n5-vocab-1202150-26765145,N5,みんな,みんな,everyone,Jonathan Waller JLPT vocabulary list,1202150,seed
