concept_id,jlpt_level,expression,reading,meaning,source,source_id,review_status
n5-vocab-1221270-1d22f1d0,N5,帰る,かえる,to go back,Jonathan Waller JLPT vocabulary list,1221270,seed
n5-vocab-1207590-e2435998,N5,掛かる,かかる,to take time or money,Jonathan Waller JLPT vocabulary list,1207590,seed
n5-vocab-1260490-d2a1417d,N5,鍵,かぎ,Key,Jonathan Waller JLPT vocabulary list,1260490,seed
n5-vocab-1343950-f7c7f35d,N5,書く,かく,to write,Jonathan Waller JLPT vocabulary list,1343950,seed
n5-vocab-1206900-452102ad,N5,学生,がくせい,Student,Jonathan Waller JLPT vocabulary list,1206900,seed
n5-vocab-1207610-d2fce179,N5,掛ける,かける,to call by phone,Jonathan Waller JLPT vocabulary list,1207610,seed
n5-vocab-1301940-6f54881e,N5,傘,かさ,Umbrella,Jonathan Waller JLPT vocabulary list,1301940,seed
n5-vocab-1411160-1122cac4,N5,貸す,かす,to lend,Jonathan Waller JLPT vocabulary list,1411160,seed
n5-vocab-1499720-c1a28465,N5,風,かぜ,Wind,Jonathan Waller JLPT vocabulary list,1499720,seed
n5-vocab-1583720-c9b5da4d,N5,風邪,かぜ,a cold,Jonathan Waller JLPT vocabulary list,1583720,seed
n5-vocab-1192150-1c9db63b,N5,家族,かぞく,Family,Jonathan Waller JLPT vocabulary list,1192150,seed
n5-vocab-1516925-e34295f3,N5,方,かた,"person, way of doing",Jonathan Waller JLPT vocabulary list,1516925,seed
n5-vocab-1206730-dd8ac16b,N5,学校,がっこう,School,Jonathan Waller JLPT vocabulary list,1206730,seed
n5-vocab-1037670-613c41bd,N5,カップ,カップ,Cup,Jonathan Waller JLPT vocabulary list,1037670,seed
n5-vocab-1192280-66eeeb81,N5,家庭,かてい,Household,Jonathan Waller JLPT vocabulary list,1192280,seed
n5-vocab-1206110-4092bfd9,N5,角,かど,a corner,Jonathan Waller JLPT vocabulary list,1206110,seed
n5-vocab-1208910-95e187eb,N5,鞄,かばん,"bag, basket",Jonathan Waller JLPT vocabulary list,1208910,seed
n5-vocab-1194870-749f78c9,N5,花瓶,かびん,a vase,Jonathan Waller JLPT vocabulary list,1194870,seed
n5-vocab-1311530-cd08f9cd,N5,紙,かみ,paper,Jonathan Waller JLPT vocabulary list,1311530,seed
n5-vocab-1038350-9d648d38,N5,カメラ,カメラ,camera,Jonathan Waller JLPT vocabulary list,1038350,seed
n5-vocab-1194290-0dbf9ef8,N5,火曜日,かようび,Tuesday,Jonathan Waller JLPT vocabulary list,1194290,seed
n5-vocab-1365850-d2546ac9,N5,辛い,からい,Spicy,Jonathan Waller JLPT vocabulary list,1365850,seed
n5-vocab-1409140-a556e5ed,N5,体,からだ,Body,Jonathan Waller JLPT vocabulary list,1409140,seed
n5-vocab-1323560-8cd440a1,N5,借りる,かりる,to borrow,Jonathan Waller JLPT vocabulary list,1323560,seed
n5-vocab-1252560-a8b9eb42,N5,軽い,かるい,Light,Jonathan Waller JLPT vocabulary list,1252560,seed
n5-vocab-1039140-9decc44f,N5,カレー,カレー,Curry,Jonathan Waller JLPT vocabulary list,1039140,seed
n5-vocab-1039220-6382448b,N5,カレンダー,カレンダー,calendar,Jonathan Waller JLPT vocabulary list,1039220,seed
n5-vocab-1390020-bcf12e00,N5,川,かわ,River,Jonathan Waller JLPT vocabulary list,1390020,seed
n5-vocab-1390020-5c1b91aa,N5,河,かわ,River,Jonathan Waller JLPT vocabulary list,1390020,seed
n5-vocab-1577200-bad3423a,N5,かわいい,かわいい,Cute,Jonathan Waller JLPT vocabulary list,1577200,seed
n5-vocab-1213170-fdc787af,N5,漢字,かんじ,Chinese character,Jonathan Waller JLPT vocabulary list,1213170,seed
n5-vocab-1534520-22836046,N5,木,き,"tree, wood",Jonathan Waller JLPT vocabulary list,1534520,seed
n5-vocab-1576760-5d679a1a,N5,黄色,きいろ,yellow,Jonathan Waller JLPT vocabulary list,1576760,seed
n5-vocab-1182030-0b36c8d6,N5,黄色い,きいろい,yellow,Jonathan Waller JLPT vocabulary list,1182030,seed
n5-vocab-1350040-6030b502,N5,消える,きえる,to disappear,Jonathan Waller JLPT vocabulary list,1350040,seed
n5-vocab-1591110-dc19a213,N5,聞く,きく,"to hear, to listen to, to ask",Jonathan Waller JLPT vocabulary list,1591110,seed
n5-vocab-1520670-fa320a51,N5,北,きた,North,Jonathan Waller JLPT vocabulary list,1520670,seed
n5-vocab-1042820-4fb1c0d7,N5,ギター,ギター,Guitar,Jonathan Waller JLPT vocabulary list,1042820,seed
n5-vocab-1178940-7d1cf153,N5,汚い,きたない,Dirty,Jonathan Waller JLPT vocabulary list,1178940,seed
n5-vocab-1226440-5620a00a,N5,喫茶店,きっさてん,coffee lounge,Jonathan Waller JLPT vocabulary list,1226440,seed
n5-vocab-1385070-e101e41f,N5,切手,きって,postage stamp,Jonathan Waller JLPT vocabulary list,1385070,seed
n5-vocab-1385170-4fee5be3,N5,切符,きっぷ,Ticket,Jonathan Waller JLPT vocabulary list,1385170,seed
n5-vocab-1579260-a94a4be0,N5,昨日,きのう,Yesterday,Jonathan Waller JLPT vocabulary list,1579260,seed
n5-vocab-1578150-8f81565a,N5,九,きゅう,Nine,Jonathan Waller JLPT vocabulary list,1578150,seed
n5-vocab-1578150-571f0ee8,N5,九,く,Nine,Jonathan Waller JLPT vocabulary list,1578150,seed
n5-vocab-1231580-b4faf372,N5,牛肉,ぎゅうにく,Beef,Jonathan Waller JLPT vocabulary list,1231580,seed
n5-vocab-1231590-797ae8d5,N5,牛乳,ぎゅうにゅう,Milk,Jonathan Waller JLPT vocabulary list,1231590,seed
n5-vocab-1579110-0400a204,N5,今日,きょう,Today,Jonathan Waller JLPT vocabulary list,1579110,seed
n5-vocab-1237150-85eb9948,N5,教室,きょうしつ,Classroom,Jonathan Waller JLPT vocabulary list,1237150,seed
n5-vocab-1249960-976c4f71,N5,兄弟,きょうだい,(humble) siblings,Jonathan Waller JLPT vocabulary list,1249960,seed
n5-vocab-1231690-ec4e1dfc,N5,去年,きょねん,last year,Jonathan Waller JLPT vocabulary list,1231690,seed
n5-vocab-1257240-d106dac0,N5,嫌い,きらい,Hate,Jonathan Waller JLPT vocabulary list,1257240,seed
n5-vocab-1384830-cf23f5fb,N5,切る,きる,to cut,Jonathan Waller JLPT vocabulary list,1384830,seed
n5-vocab-1423000-45fbcb86,N5,着る,きる,to put on from the shoulders down,Jonathan Waller JLPT vocabulary list,1423000,seed
n5-vocab-1591900-43cd9825,N5,きれい,きれい,"pretty, clean",Jonathan Waller JLPT vocabulary list,1591900,seed
n5-vocab-1042610-36016e0c,N5,キロ,キロ,Kilogram,Jonathan Waller JLPT vocabulary list,1042610,seed
n5-vocab-1042620-ef88d638,N5,キログラム,キログラム,Kilogram,Jonathan Waller JLPT vocabulary list,1042620,seed
n5-vocab-1042650-f00e7b67,N5,キロメートル,キロメートル,Kilometer,Jonathan Waller JLPT vocabulary list,1042650,seed
n5-vocab-1243490-a59efa30,N5,銀行,ぎんこう,Bank,Jonathan Waller JLPT vocabulary list,1243490,seed
n5-vocab-1243320-b00c4af0,N5,金曜日,きんようび,Friday,Jonathan Waller JLPT vocabulary list,1243320,seed
n5-vocab-1538160-95ccaa32,N5,薬,くすり,medicine,Jonathan Waller JLPT vocabulary list,1538160,seed
n5-vocab-1184270-a36841ba,N5,ください,ください,Please,Jonathan Waller JLPT vocabulary list,1184270,seed
n5-vocab-1193060-6b454b89,N5,果物,くだもの,Fruit,Jonathan Waller JLPT vocabulary list,1193060,seed
n5-vocab-1275640-a123a147,N5,口,くち,"mouth, opening",Jonathan Waller JLPT vocabulary list,1275640,seed
n5-vocab-1246700-9dd0572f,N5,靴,くつ,Shoes,Jonathan Waller JLPT vocabulary list,1246700,seed
n5-vocab-1246740-20a12789,N5,靴下,くつした,Socks,Jonathan Waller JLPT vocabulary list,1246740,seed
n5-vocab-1592250-b55dd305,N5,国,くに,Country,Jonathan Waller JLPT vocabulary list,1592250,seed
n5-vocab-1592340-eec0f939,N5,曇り,くもり,cloudy weather,Jonathan Waller JLPT vocabulary list,1592340,seed
n5-vocab-1457560-c34fdb60,N5,曇る,くもる,"to become cloudy, to become dim",Jonathan Waller JLPT vocabulary list,1457560,seed
n5-vocab-1154330-01a0587b,N5,暗い,くらい,Gloomy,Jonathan Waller JLPT vocabulary list,1154330,seed
n5-vocab-1044070-72c04ce0,N5,クラス,クラス,Class,Jonathan Waller JLPT vocabulary list,1044070,seed
n5-vocab-1046810-5538df2b,N5,グラム,グラム,Gram,Jonathan Waller JLPT vocabulary list,1046810,seed
n5-vocab-1547720-2e2abd26,N5,来る,くる,to come,Jonathan Waller JLPT vocabulary list,1547720,seed
n5-vocab-1323080-d6b85573,N5,車,くるま,"car, vehicle",Jonathan Waller JLPT vocabulary list,1323080,seed
n5-vocab-1287410-3c32cfb0,N5,黒,くろ,Black,Jonathan Waller JLPT vocabulary list,1287410,seed
n5-vocab-1287420-5e5300cf,N5,黒い,くろい,black,Jonathan Waller JLPT vocabulary list,1287420,seed
n5-vocab-1252330-e1634cb3,N5,警官,けいかん,policeman,Jonathan Waller JLPT vocabulary list,1252330,seed
n5-vocab-1579100-9c1d724a,N5,今朝,けさ,this morning,Jonathan Waller JLPT vocabulary list,1579100,seed
n5-vocab-1350110-19f270c6,N5,消す,けす,"to erase, to turn off power",Jonathan Waller JLPT vocabulary list,1350110,seed
n5-vocab-1254760-dd342507,N5,結構,けっこう,"splendid, enough",Jonathan Waller JLPT vocabulary list,1254760,seed
n5-vocab-1254790-2eb252da,N5,結婚,けっこん,Marriage,Jonathan Waller JLPT vocabulary list,1254790,seed
n5-vocab-1255890-04e80a2b,N5,月曜日,げつようび,Monday,Jonathan Waller JLPT vocabulary list,1255890,seed
n5-vocab-1263400-2e1642b2,N5,玄関,げんかん,entry hall,Jonathan Waller JLPT vocabulary list,1263400,seed
n5-vocab-1260720-442c4aa1,N5,元気,げんき,"health, vitality",Jonathan Waller JLPT vocabulary list,1260720,seed
n5-vocab-1268060-47c1fdbe,N5,五,ご,Five,Jonathan Waller JLPT vocabulary list,1268060,seed
n5-vocab-1273270-05cf5909,N5,公園,こうえん,Park,Jonathan Waller JLPT vocabulary list,1273270,seed
n5-vocab-1592970-8699b8be,N5,交差点,こうさてん,intersection,Jonathan Waller JLPT vocabulary list,1592970,seed
n5-vocab-1280770-1288e600,N5,紅茶,こうちゃ,black tea,Jonathan Waller JLPT vocabulary list,1280770,seed
n5-vocab-1272500-402eb0d2,N5,交番,こうばん,police box,Jonathan Waller JLPT vocabulary list,1272500,seed
n5-vocab-1380440-d890e456,N5,声,こえ,Voice,Jonathan Waller JLPT vocabulary list,1380440,seed
n5-vocab-1049000-c552e79d,N5,コート,コート,"coat, tennis court",Jonathan Waller JLPT vocabulary list,1049000,seed
n5-vocab-1049180-67126059,N5,コーヒー,コーヒー,Coffee,Jonathan Waller JLPT vocabulary list,1049180,seed
n5-vocab-1288810-2056b6fa,N5,此処,ここ,Here,Jonathan Waller JLPT vocabulary list,1288810,seed
n5-vocab-1268990-9a7c9622,N5,午後,ごご,afternoon,Jonathan Waller JLPT vocabulary list,1268990,seed
n5-vocab-1243850-f114f6f4,N5,九日,ここのか,"nine days, ninth day",Jonathan Waller JLPT vocabulary list,1243850,seed
n5-vocab-1243600-cff3c574,N5,九つ,ここのつ,Nine,Jonathan Waller JLPT vocabulary list,1243600,seed
n5-vocab-1269060-c92dbe62,N5,午前,ごぜん,morning,Jonathan Waller JLPT vocabulary list,1269060,seed
n5-vocab-1449540-d5d8c608,N5,答える,こたえる,to answer,Jonathan Waller JLPT vocabulary list,1449540,seed
n5-vocab-1004500-e9e492c6,N5,こちら,こちら,this person or way,Jonathan Waller JLPT vocabulary list,1004500,seed
n5-vocab-1004500-29cbc18f,N5,此方,こっち,this person or way,Jonathan Waller JLPT vocabulary list,1004500,seed
n5-vocab-2846389-2da7034c,N5,コップ,コップ,a glass,Jonathan Waller JLPT vocabulary list,2846389,seed
n5-vocab-1579130-0020b9ee,N5,今年,ことし,this year,Jonathan Waller JLPT vocabulary list,1579130,seed
n5-vocab-1264540-491cfa69,N5,言葉,ことば,"word, language",Jonathan Waller JLPT vocabulary list,1264540,seed
n5-vocab-1307850-1f4bb6e5,N5,子供,こども,Child,Jonathan Waller JLPT vocabulary list,1307850,seed
n5-vocab-1582920-5068e204,N5,此の,この,This,Jonathan Waller JLPT vocabulary list,1582920,seed
n5-vocab-1270590-a2694d25,N5,御飯,ごはん,"cooked rice, meal",Jonathan Waller JLPT vocabulary list,1270590,seed
n5-vocab-1050590-4aef785a,N5,コピー,コピー,to copy,Jonathan Waller JLPT vocabulary list,1050590,seed
n5-vocab-1289590-61994485,N5,困る,こまる,to be worried,Jonathan Waller JLPT vocabulary list,1289590,seed
n5-vocab-2216120-6313cc9c,N5,これ,これ,This,Jonathan Waller JLPT vocabulary list,2216120,seed
n5-vocab-1289100-37931736,N5,今月,こんげつ,this month,Jonathan Waller JLPT vocabulary list,1289100,seed
n5-vocab-1289220-7a27eade,N5,今週,こんしゅう,this week,Jonathan Waller JLPT vocabulary list,1289220,seed
n5-vocab-1004880-e1978f90,N5,こんな,こんな,Such,Jonathan Waller JLPT vocabulary list,1004880,seed
n5-vocab-1289470-eb1c9a5d,N5,今晩,こんばん,this evening,Jonathan Waller JLPT vocabulary list,1289470,seed
n5-vocab-1005110-7ba7ba24,N5,さあ,さあ,well…,Jonathan Waller JLPT vocabulary list,1005110,seed
n5-vocab-1296970-a96e3a2b,N5,財布,さいふ,Wallet,Jonathan Waller JLPT vocabulary list,1296970,seed
n5-vocab-1578010-dbd7cd31,N5,魚,さかな,Fish,Jonathan Waller JLPT vocabulary list,1578010,seed
n5-vocab-1387210-20fcc4f5,N5,先,さき,"the future, previous",Jonathan Waller JLPT vocabulary list,1387210,seed
n5-vocab-1297210-4c39babf,N5,咲く,さく,to bloom,Jonathan Waller JLPT vocabulary list,1297210,seed
n5-vocab-1297960-c10cb307,N5,作文,さくぶん,"composition, writing",Jonathan Waller JLPT vocabulary list,1297960,seed
n5-vocab-1291330-4e2aefb8,N5,差す,さす,"to stretch out hands, to raise an umbrella",Jonathan Waller JLPT vocabulary list,1291330,seed
n5-vocab-1299400-a371cc6a,N5,雑誌,ざっし,Magazine,Jonathan Waller JLPT vocabulary list,1299400,seed
n5-vocab-1291600-8af5030b,N5,砂糖,さとう,Sugar,Jonathan Waller JLPT vocabulary list,1291600,seed
n5-vocab-1210360-688bc670,N5,寒い,さむい,Cold,Jonathan Waller JLPT vocabulary list,1210360,seed
n5-vocab-1293660-65485b35,N5,さ来年,さらいねん,year after next,Jonathan Waller JLPT vocabulary list,1293660,seed
n5-vocab-1579350-5cb07674,N5,三,さん,Three,Jonathan Waller JLPT vocabulary list,1579350,seed
n5-vocab-1303620-e2695084,N5,散歩,さんぽ,to stroll,Jonathan Waller JLPT vocabulary list,1303620,seed
n5-vocab-1579470-da4b805e,N5,四,し,Four,Jonathan Waller JLPT vocabulary list,1579470,seed
n5-vocab-1579470-b89b9da2,N5,四,よん,Four,Jonathan Waller JLPT vocabulary list,1579470,seed
n5-vocab-1576630-b366a3d6,N5,塩,しお,Salt,Jonathan Waller JLPT vocabulary list,1576630,seed
n5-vocab-1505990-2160e277,N5,然し,しかし,However,Jonathan Waller JLPT vocabulary list,1505990,seed
n5-vocab-1315920-d5c916ca,N5,時間,じかん,Time,Jonathan Waller JLPT vocabulary list,1315920,seed
n5-vocab-1304970-573bc15b,N5,仕事,しごと,Job,Jonathan Waller JLPT vocabulary list,1304970,seed
n5-vocab-1318970-8ec35978,N5,辞書,じしょ,Dictionary,Jonathan Waller JLPT vocabulary list,1318970,seed
n5-vocab-1381820-178469ba,N5,静か,しずか,Quiet,Jonathan Waller JLPT vocabulary list,1381820,seed
n5-vocab-1184140-dd36cae3,N5,下,した,Below,Jonathan Waller JLPT vocabulary list,1184140,seed
n5-vocab-1319210-988db986,N5,七,しち,Seven,Jonathan Waller JLPT vocabulary list,1319210,seed
n5-vocab-1319210-b1bc1e44,N5,七,なな,Seven,Jonathan Waller JLPT vocabulary list,1319210,seed
n5-vocab-1320760-2c5c9997,N5,質問,しつもん,Question,Jonathan Waller JLPT vocabulary list,1320760,seed
n5-vocab-1318290-ebf194a3,N5,自転車,じてんしゃ,Bicycle,Jonathan Waller JLPT vocabulary list,1318290,seed
n5-vocab-1318400-78fd1a0e,N5,自動車,じどうしゃ,Automobile,Jonathan Waller JLPT vocabulary list,1318400,seed
n5-vocab-1310730-ec6fd2f8,N5,死ぬ,しぬ,to die,Jonathan Waller JLPT vocabulary list,1310730,seed
n5-vocab-1315140-6156bfb4,N5,字引,じびき,Dictionary,Jonathan Waller JLPT vocabulary list,1315140,seed
n5-vocab-1318610-995a632b,N5,自分,じぶん,Oneself,Jonathan Waller JLPT vocabulary list,1318610,seed
n5-vocab-1436560-01420cdf,N5,閉まる,しまる,"to close, to be closed",Jonathan Waller JLPT vocabulary list,1436560,seed
n5-vocab-1508590-95827b08,N5,閉める,しめる,to close something,Jonathan Waller JLPT vocabulary list,1508590,seed
n5-vocab-1436570-8e6c15be,N5,締める,しめる,to tie,Jonathan Waller JLPT vocabulary list,1436570,seed
n5-vocab-1005900-091c8c0e,N5,じゃ,じゃ,well then…,Jonathan Waller JLPT vocabulary list,1005900,seed
n5-vocab-1005900-823b048f,N5,じゃあ,じゃあ,well then…,Jonathan Waller JLPT vocabulary list,1005900,seed
n5-vocab-1321900-5101640e,N5,写真,しゃしん,photograph,Jonathan Waller JLPT vocabulary list,1321900,seed
n5-vocab-1061520-f71424e3,N5,シャツ,シャツ,Shirt,Jonathan Waller JLPT vocabulary list,1061520,seed
n5-vocab-1061820-d9c88143,N5,シャワー,シャワー,Shower,Jonathan Waller JLPT vocabulary list,1061820,seed
n5-vocab-1579840-db9f5d44,N5,十,じゅう,Ten,Jonathan Waller JLPT vocabulary list,1579840,seed
n5-vocab-1579840-99f3a516,N5,十,とお,Ten,Jonathan Waller JLPT vocabulary list,1579840,seed
n5-vocab-1330290-5bae5595,N5,授業,じゅぎょう,"lesson, class work",Jonathan Waller JLPT vocabulary list,1330290,seed
n5-vocab-1337270-4daa103d,N5,宿題,しゅくだい,homework,Jonathan Waller JLPT vocabulary list,1337270,seed
n5-vocab-1353320-1763fc41,N5,上手,じょうず,Skillful,Jonathan Waller JLPT vocabulary list,1353320,seed
n5-vocab-1580480-50525927,N5,丈夫,じょうぶ,"strong, durable",Jonathan Waller JLPT vocabulary list,1580480,seed
n5-vocab-1595020-9476d796,N5,しょうゆ,しょうゆ,soy sauce,Jonathan Waller JLPT vocabulary list,1595020,seed
n5-vocab-1358550-dcc87a37,N5,食堂,しょくどう,dining hall,Jonathan Waller JLPT vocabulary list,1358550,seed
n5-vocab-1420470-1fcb2fec,N5,知る,しる,to know,Jonathan Waller JLPT vocabulary list,1420470,seed
n5-vocab-1474900-98eace70,N5,白,しろ,White,Jonathan Waller JLPT vocabulary list,1474900,seed
n5-vocab-1474910-8997f64f,N5,白い,しろい,White,Jonathan Waller JLPT vocabulary list,1474910,seed
n5-vocab-1362360-b8317395,N5,新聞,しんぶん,newspaper,Jonathan Waller JLPT vocabulary list,1362360,seed
n5-vocab-1372190-44d9d708,N5,水曜日,すいようび,Wednesday,Jonathan Waller JLPT vocabulary list,1372190,seed
n5-vocab-1228260-e8272719,N5,吸う,すう,"to smoke, to suck",Jonathan Waller JLPT vocabulary list,1228260,seed
n5-vocab-1067470-f0f5f6b2,N5,スカート,スカート,Skirt,Jonathan Waller JLPT vocabulary list,1067470,seed
n5-vocab-1277450-20cbecd4,N5,好き,すき,Likeable,Jonathan Waller JLPT vocabulary list,1277450,seed
n5-vocab-1348910-0d38b011,N5,少ない,すくない,a few,Jonathan Waller JLPT vocabulary list,1348910,seed
n5-vocab-1430620-a8722990,N5,すぐに,すぐに,Instantly,Jonathan Waller JLPT vocabulary list,1430620,seed
n5-vocab-1348870-c3735551,N5,少し,すこし,Few,Jonathan Waller JLPT vocabulary list,1348870,seed
n5-vocab-1554370-67f5908e,N5,涼しい,すずしい,Refreshing,Jonathan Waller JLPT vocabulary list,1554370,seed
n5-vocab-1070790-8149d776,N5,ストーブ,ストーブ,Heater,Jonathan Waller JLPT vocabulary list,1070790,seed
n5-vocab-1072590-938a169f,N5,スプーン,スプーン,Spoon,Jonathan Waller JLPT vocabulary list,1072590,seed
n5-vocab-1073210-0a33903c,N5,スポーツ,スポーツ,Sport,Jonathan Waller JLPT vocabulary list,1073210,seed
n5-vocab-1074260-10fe0704,N5,ズボン,ズボン,Trousers,Jonathan Waller JLPT vocabulary list,1074260,seed
n5-vocab-1334040-d6710970,N5,住む,すむ,to live in,Jonathan Waller JLPT vocabulary list,1334040,seed
n5-vocab-1073900-508131fe,N5,スリッパ,スリッパ,Slippers,Jonathan Waller JLPT vocabulary list,1073900,seed
n5-vocab-1157170-3391f289,N5,為る,する,to do,Jonathan Waller JLPT vocabulary list,1157170,seed
n5-vocab-1291800-c9a15e87,N5,座る,すわる,to sit,Jonathan Waller JLPT vocabulary list,1291800,seed
n5-vocab-2147990-898b0672,N5,背,せ,"height, stature",Jonathan Waller JLPT vocabulary list,2147990,seed
n5-vocab-1379380-af7459ef,N5,生徒,せいと,Pupil,Jonathan Waller JLPT vocabulary list,1379380,seed
n5-vocab-1074270-4b0b49a4,N5,セーター,セーター,"sweater, jumper",Jonathan Waller JLPT vocabulary list,1074270,seed
n5-vocab-1382590-b48d0c99,N5,せっけん,せっけん,soap,Jonathan Waller JLPT vocabulary list,1382590,seed
n5-vocab-1472740-9d432ac1,N5,背広,せびろ,business suit,Jonathan Waller JLPT vocabulary list,1472740,seed
n5-vocab-1237680-d12ee2e9,N5,狭い,せまい,Narrow,Jonathan Waller JLPT vocabulary list,1237680,seed
n5-vocab-2839962-434707d7,N5,ゼロ,ゼロ,Zero,Jonathan Waller JLPT vocabulary list,2839962,seed
n5-vocab-1388740-1729d60f,N5,千,せん,Thousand,Jonathan Waller JLPT vocabulary list,1388740,seed
n5-vocab-1387500-0eaa93c1,N5,先月,せんげつ,last month,Jonathan Waller JLPT vocabulary list,1387500,seed
n5-vocab-1387870-b8c4cd80,N5,先週,せんしゅう,last week,Jonathan Waller JLPT vocabulary list,1387870,seed
n5-vocab-1387990-814bdc2c,N5,先生,せんせい,"teacher, doctor",Jonathan Waller JLPT vocabulary list,1387990,seed
n5-vocab-1390980-4d0ca7b3,N5,洗濯,せんたく,Washing,Jonathan Waller JLPT vocabulary list,1390980,seed
n5-vocab-1396130-acba6e07,N5,全部,ぜんぶ,All,Jonathan Waller JLPT vocabulary list,1396130,seed
n5-vocab-1399790-501df34d,N5,掃除,そうじ,"to clean, to sweep",Jonathan Waller JLPT vocabulary list,1399790,seed
n5-vocab-1612860-e75777d2,N5,そうして,そうして,And,Jonathan Waller JLPT vocabulary list,1612860,seed
n5-vocab-1006730-16554028,N5,そして,そして,And,Jonathan Waller JLPT vocabulary list,1006730,seed
n5-vocab-1006670-52ec2d63,N5,其処,そこ,that place,Jonathan Waller JLPT vocabulary list,1006670,seed
n5-vocab-1006780-105df795,N5,そちら,そちら,over there,Jonathan Waller JLPT vocabulary list,1006780,seed
n5-vocab-1006780-80981fa1,N5,そっち,そっち,over there,Jonathan Waller JLPT vocabulary list,1006780,seed
n5-vocab-1203250-68ad5f43,N5,外,そと,Outside,Jonathan Waller JLPT vocabulary list,1203250,seed
n5-vocab-1006830-3d83f24f,N5,其の,その,That,Jonathan Waller JLPT vocabulary list,1006830,seed
n5-vocab-1403830-2fcbaf6f,N5,側,そば,"near, beside",Jonathan Waller JLPT vocabulary list,1403830,seed
n5-vocab-1245290-6ff51bac,N5,空,そら,Sky,Jonathan Waller JLPT vocabulary list,1245290,seed
n5-vocab-2216210-79d922e3,N5,それ,それ,that,Jonathan Waller JLPT vocabulary list,2216210,seed
n5-vocab-1006980-799b7cab,N5,それから,それから,after that,Jonathan Waller JLPT vocabulary list,1006980,seed
n5-vocab-1406050-46c17215,N5,それでは,それでは,in that situation,Jonathan Waller JLPT vocabulary list,1406050,seed
n5-vocab-1413240-5b303264,N5,大学,だいがく,university,Jonathan Waller JLPT vocabulary list,1413240,seed
n5-vocab-1413890-992fc073,N5,大使館,たいしかん,embassy,Jonathan Waller JLPT vocabulary list,1413890,seed
n5-vocab-1414150-2f62b9db,N5,大丈夫,だいじょうぶ,all right,Jonathan Waller JLPT vocabulary list,1414150,seed
n5-vocab-1413660-9ee7cd33,N5,大好き,だいすき,to be very likeable,Jonathan Waller JLPT vocabulary list,1413660,seed
n5-vocab-1414340-b3a8593e,N5,大切,たいせつ,important,Jonathan Waller JLPT vocabulary list,1414340,seed
n5-vocab-1412640-1c0b0f77,N5,台所,だいどころ,kitchen,Jonathan Waller JLPT vocabulary list,1412640,seed
n5-vocab-1415000-a68d9c3b,N5,大変,たいへん,difficult situation,Jonathan Waller JLPT vocabulary list,1415000,seed
n5-vocab-1283190-c74892f5,N5,高い,たかい,"tall, expensive",Jonathan Waller JLPT vocabulary list,1283190,seed
n5-vocab-1415870-a7c72d9b,N5,たくさん,たくさん,many,Jonathan Waller JLPT vocabulary list,1415870,seed
n5-vocab-1076190-2d5a93eb,N5,タクシー,タクシー,taxi,Jonathan Waller JLPT vocabulary list,1076190,seed
n5-vocab-1338180-6298cfc5,N5,出す,だす,to put out,Jonathan Waller JLPT vocabulary list,1338180,seed
n5-vocab-1597040-932afda2,N5,立つ,たつ,to stand,Jonathan Waller JLPT vocabulary list,1597040,seed
n5-vocab-1335640-b083f5b7,N5,縦,たて,"length,height",Jonathan Waller JLPT vocabulary list,1335640,seed
n5-vocab-1257540-372b0821,N5,建物,たてもの,building,Jonathan Waller JLPT vocabulary list,1257540,seed
n5-vocab-1207240-9b2d455d,N5,楽しい,たのしい,enjoyable,Jonathan Waller JLPT vocabulary list,1207240,seed
n5-vocab-1548370-7e9d38af,N5,頼む,たのむ,to ask,Jonathan Waller JLPT vocabulary list,1548370,seed
n5-vocab-1597150-80beed00,N5,たばこ,たばこ,"tobacco,cigarettes",Jonathan Waller JLPT vocabulary list,1597150,seed
n5-vocab-1407980-4e0ebcaf,N5,多分,たぶん,probably,Jonathan Waller JLPT vocabulary list,1407980,seed
n5-vocab-1358340-5c89b309,N5,食べ物,たべもの,food,Jonathan Waller JLPT vocabulary list,1358340,seed
n5-vocab-1358280-86f67e2d,N5,食べる,たべる,to eat,Jonathan Waller JLPT vocabulary list,1358280,seed
n5-vocab-1549140-4d667396,N5,卵,たまご,egg,Jonathan Waller JLPT vocabulary list,1549140,seed
n5-vocab-1416830-3d2ca62c,N5,誰,だれ,who,Jonathan Waller JLPT vocabulary list,1416830,seed
n5-vocab-1416840-7f7ef4ab,N5,誰か,だれか,somebody,Jonathan Waller JLPT vocabulary list,1416840,seed
n5-vocab-1419110-2e610178,N5,誕生日,たんじょうび,birthday,Jonathan Waller JLPT vocabulary list,1419110,seed
n5-vocab-2546180-55dbb815,N5,だんだん,だんだん,gradually,Jonathan Waller JLPT vocabulary list,2546180,seed
n5-vocab-1347750-d4779ac3,N5,小さい,ちいさい,little,Jonathan Waller JLPT vocabulary list,1347750,seed
n5-vocab-2136180-38a8411e,N5,小さな,ちいさな,little,Jonathan Waller JLPT vocabulary list,2136180,seed
n5-vocab-1242130-a21ba677,N5,近い,ちかい,near,Jonathan Waller JLPT vocabulary list,1242130,seed
n5-vocab-1158880-35e9881c,N5,違う,ちがう,to differ,Jonathan Waller JLPT vocabulary list,1158880,seed
n5-vocab-1242160-6d7293f7,N5,近く,ちかく,near,Jonathan Waller JLPT vocabulary list,1242160,seed
